iid,title,genres
605,Some Folks Call It a Sling Blade (1993),Drama|Thriller
2421,Alphaville (1965),Sci-Fi
3275,Clean Slate (Coup de Torchon) (1981),Crime
2827,Tigrero: A Film That Was Never Made (1994),Documentary|Drama
3207,Windows (1980),Drama
2500,It's My Party (1995),Drama
1464,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
3208,"Promise, The (Versprechen, Das) (1994)",Romance
1792,Mrs. Winterbourne (1996),Comedy|Romance
2611,Solo (1996),Action|Sci-Fi|Thriller
2574,"Substitute, The (1996)",Action
2630,True Crime (1995),Mystery|Thriller
2209,Feeling Minnesota (1996),Drama|Romance
2831,Delta of Venus (1994),Drama
2031,Angus (1995),Comedy
3050,Boys (1996),Drama
2606,"Quest, The (1996)",Action|Adventure
3136,Cosi (1996),Comedy
3229,Sunset Park (1996),Drama
376,Mulholland Falls (1996),Crime|Film-Noir|Thriller
725,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
2232,Oliver & Company (1988),Animation|Children's
2608,Celtic Pride (1996),Comedy
2874,Flipper (1996),Adventure|Children's
2068,Dead Man (1995),Western
2233,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama
2183,Switchblade Sisters (1975),Crime
2777,"Visitors, The (Les Visiteurs) (1993)",Comedy|Sci-Fi
1773,Multiplicity (1996),Comedy
21,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
3146,"Haunted World of Edward D. Wood Jr., The (1995)",Documentary
1404,"Craft, The (1996)",Drama|Horror
2538,"Great White Hype, The (1996)",Comedy
1776,Last Dance (1996),Drama
1777,Cold Comfort Farm (1995),Comedy
2779,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama
2782,"Low Life, The (1994)",Drama
3090,Heaven's Prisoners (1996),Mystery|Thriller
590,"Rock, The (1996)",Action|Adventure|Thriller
1411,Cemetery Man (Dellamorte Dellamore) (1994),Comedy|Horror
126,Twister (1996),Action|Adventure|Romance|Thriller
408,Barb Wire (1996),Action|Sci-Fi
263,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi
2457,Thinner (1996),Horror|Thriller
2156,Spy Hard (1996),Comedy
29,"Close Shave, A (1995)",Animation|Comedy|Thriller
2541,"Stupids, The (1996)",Comedy
759,"Arrival, The (1996)",Action|Sci-Fi|Thriller
3334,"Man from Down Under, The (1943)",Drama
272,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
2951,Careful (1992),Comedy
2399,"Month by the Lake, A (1995)",Comedy|Drama
1322,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children's
2952,Kim (1950),Children's|Drama
3285,Ashes of Time (1994),Drama
2783,"Jar, The (Khomreh) (1992)",Drama
1621,Maya Lin: A Strong Clear Vision (1994),Documentary
3109,Stalingrad (1993),War
2377,"Phantom, The (1996)",Adventure
1346,Striptease (1996),Comedy|Crime
2378,Heavy (1995),Drama|Romance
2000,Jack (1996),Comedy|Drama
1623,I Shot Andy Warhol (1996),Drama
2400,"Grass Harp, The (1995)",Drama
2954,Marlene Dietrich: Shadow and Light (1996),Documentary
640,"Vie est belle, La (Life is Rosey) (1987)",Comedy|Drama
3148,Spirits of the Dead (Tre Passi nel Delirio) (1968),Horror
471,Trainspotting (1996),Drama
2928,'Til There Was You (1997),Drama|Romance
160,Independence Day (ID4) (1996),Action|Sci-Fi|War
1797,Stealing Beauty (1996),Drama
1117,"Fan, The (1996)",Thriller
35,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical
652,"Cable Guy, The (1996)",Comedy
1014,Kingpin (1996),Comedy
654,Eraser (1996),Action|Thriller
3279,"Gate of Heavenly Peace, The (1995)",Documentary
790,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
3277,"I, Worst of All (Yo, la peor de todas) (1990)",Drama
3302,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama
3125,"Very Natural Thing, A (1974)",Drama
668,Daylight (1996),Action|Adventure|Thriller
669,"Frighteners, The (1996)",Comedy|Horror
1390,Lone Star (1996),Drama|Mystery
1458,Harriet the Spy (1996),Children's|Comedy
1067,Phenomenon (1996),Drama|Romance
2711,Walking and Talking (1996),Romance
1028,She's the One (1996),Comedy|Romance
1343,"Time to Kill, A (1996)",Drama
1071,American Buffalo (1996),Drama
3358,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance
1459,Alaska (1996),Adventure|Children's
2573,Fled (1996),Action|Adventure
2082,Kazaam (1996),Children's|Comedy|Fantasy
3240,"Bewegte Mann, Der (1994)",Comedy
2075,Larger Than Life (1996),Comedy
3091,Power 98 (1995),Action|Mystery|Thriller
603,"Very Brady Sequel, A (1996)",Comedy
3382,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama
2712,"Crude Oasis, The (1995)",Romance
2976,"Collectionneuse, La (1967)",Drama
3359,Kaspar Hauser (1993),Drama
2035,"Adventures of Pinocchio, The (1996)",Adventure|Children's
1784,Joe's Apartment (1996),Comedy|Musical
1025,"First Wives Club, The (1996)",Comedy
2501,Stonewall (1995),Drama
1468,Ransom (1996),Drama|Thriller
627,High School High (1996),Comedy
2076,Foxfire (1996),Drama
1371,Chain Reaction (1996),Action|Adventure|Thriller
962,Matilda (1996),Children's|Comedy
456,Emma (1996),Comedy|Drama|Romance
457,"Crow: City of Angels, The (1996)",Action|Thriller
3171,House Arrest (1996),Comedy
3172,Eyes Without a Face (1959),Horror
2387,Tales from the Crypt Presents: Bordello of Blood (1996),Horror
3379,Lotto Land (1995),Drama
3324,"Story of Xinghua, The (1993)",Drama
2713,Flirt (1995),Drama
2833,"Big Squeeze, The (1996)",Comedy|Drama
1107,"Spitfire Grill, The (1996)",Drama
642,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
3241,Cyclo (1995),Crime|Drama
1630,Basquiat (1996),Drama
1358,Tin Cup (1996),Comedy|Romance
3414,Dingo (1992),Drama
3431,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama
653,"Godfather, The (1972)",Action|Crime|Drama
2504,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy
1477,Supercop (1992),Action|Thriller
2838,Manny & Lo (1996),Drama
2714,Celestial Clockwork (1994),Comedy
3174,"Wife, The (1995)",Comedy|Drama
314,Bound (1996),Crime|Drama|Romance|Thriller
2577,Carpool (1996),Comedy|Crime
3066,Kansas City (1996),Crime
1482,Gone Fishin' (1997),Comedy
3435,Killer: A Journal of Murder (1995),Crime|Drama
2612,Nothing to Lose (1994),Drama
3200,Police Story 4: Project S (Chao ji ji hua) (1993),Action
2841,Girls Town (1996),Drama
868,"Relic, The (1997)",Horror
1487,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
2311,First Kid (1996),Children's|Comedy
2578,"Trigger Effect, The (1996)",Drama|Thriller
2579,Bogus (1996),Children's|Drama|Fantasy
2580,Bulletproof (1996),Action
3177,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's
1048,Halloween: The Curse of Michael Myers (1995),Horror|Thriller
2426,Twelfth Night (1996),Comedy|Drama|Romance
2427,Mother Night (1996),Drama
2845,Venice/Venice (1992),Drama
2652,Wild Reeds (1994),Drama
2896,For Whom the Bell Tolls (1943),Adventure|War
921,"Philadelphia Story, The (1940)",Comedy|Romance
1154,Singin' in the Rain (1952),Musical|Romance
1467,"American in Paris, An (1951)",Musical|Romance
890,Funny Face (1957),Comedy|Musical
82,Breakfast at Tiffany's (1961),Drama|Romance
768,Vertigo (1958),Mystery|Thriller
769,Rear Window (1954),Mystery|Thriller
891,It Happened One Night (1934),Comedy
1094,Gaslight (1944),Mystery|Thriller
2056,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
628,North by Northwest (1959),Drama|Thriller
1096,"Apartment, The (1960)",Comedy|Drama
636,Some Like It Hot (1959),Comedy|Crime
776,Charade (1963),Comedy|Mystery|Romance|Thriller
842,Casablanca (1942),Drama|Romance|War
289,"Maltese Falcon, The (1941)",Film-Noir|Mystery
2,My Fair Lady (1964),Musical|Romance
778,Sabrina (1954),Comedy|Romance
1106,Roman Holiday (1953),Comedy|Romance
2266,"Little Princess, The (1939)",Children's|Drama
1414,Meet Me in St. Louis (1944),Musical
9,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
153,Gone with the Wind (1939),Drama|Romance|War
896,My Favorite Year (1982),Comedy
1112,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir
1113,Citizen Kane (1941),Drama
297,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
2955,Golden Earrings (1947),Adventure|Romance
1115,All About Eve (1950),Drama
2461,"Women, The (1939)",Comedy
1116,Rebecca (1940),Romance|Thriller
1118,Foreign Correspondent (1940),Thriller
1124,Notorious (1946),Film-Noir|Romance|Thriller
1125,Spellbound (1945),Mystery|Romance|Thriller
1126,"Affair to Remember, An (1957)",Romance
899,To Catch a Thief (1955),Comedy|Romance|Thriller
900,Father of the Bride (1950),Comedy
2879,"Band Wagon, The (1953)",Comedy|Musical
1918,Ninotchka (1939),Comedy|Romance
2929,Love in the Afternoon (1957),Comedy|Romance
11,Gigi (1958),Musical
3391,"Reluctant Debutante, The (1958)",Comedy|Drama
505,"Adventures of Robin Hood, The (1938)",Action|Adventure
2039,"Mark of Zorro, The (1940)",Adventure
323,Laura (1944),Crime|Film-Noir|Mystery
1483,"Ghost and Mrs. Muir, The (1947)",Drama|Romance
1484,Lost Horizon (1937),Drama
1339,Top Hat (1935),Comedy|Musical|Romance
904,To Be or Not to Be (1942),Comedy|Drama|War
906,My Man Godfrey (1936),Comedy
2274,Giant (1956),Drama
1135,East of Eden (1955),Drama
1416,"Thin Man, The (1934)",Mystery
802,His Girl Friday (1940),Comedy
214,Around the World in 80 Days (1956),Adventure|Comedy
1140,It's a Wonderful Life (1946),Drama
1142,Mr. Smith Goes to Washington (1939),Drama
910,Bringing Up Baby (1938),Comedy
1143,Penny Serenade (1941),Drama|Romance
911,"Scarlet Letter, The (1926)",Drama
2763,Lady of Burlesque (1943),Comedy|Mystery
1144,Of Human Bondage (1934),Drama
1151,Angel on My Shoulder (1946),Crime|Drama
917,Little Lord Fauntleroy (1936),Drama
2881,They Made Me a Criminal (1939),Crime|Drama
2674,"Inspector General, The (1949)",Musical
2338,Angel and the Badman (1947),Western
1153,"39 Steps, The (1935)",Thriller
3111,"Outlaw, The (1943)",Western
342,Night of the Living Dead (1968),Horror|Sci-Fi
520,"African Queen, The (1951)",Action|Adventure|Romance|War
2994,Beat the Devil (1954),Comedy|Drama
1492,Cat on a Hot Tin Roof (1958),Drama
3375,"Last Time I Saw Paris, The (1954)",Drama
2764,Meet John Doe (1941),Drama
1158,Algiers (1938),Drama|Romance
2882,"Farewell to Arms, A (1932)",Romance|War
2765,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama
3151,In the Line of Duty 2 (1987),Action
102,Picnic (1955),Drama
2468,"Pompatus of Love, The (1996)",Comedy|Drama
1361,Fly Away Home (1996),Adventure|Children's
2794,Bliss (1997),Drama|Romance
2700,Grace of My Heart (1996),Comedy|Drama
2339,Maximum Risk (1996),Action|Adventure|Thriller
2281,Michael Collins (1996),Drama|War
2470,"Rich Man's Wife, The (1996)",Thriller
2797,Infinity (1996),Drama
1420,Big Night (1996),Drama
1506,Last Man Standing (1996),Action|Drama|Western
2798,Caught (1996),Drama|Thriller
1759,Set It Off (1996),Action|Crime
1353,2 Days in the Valley (1996),Crime
2144,Curdled (1996),Crime
2722,Ed's Next Move (1996),Comedy
2441,Extreme Measures (1996),Drama|Thriller
2593,"Glimmer Man, The (1996)",Action|Thriller
458,D3: The Mighty Ducks (1996),Children's|Comedy
2594,"Chamber, The (1996)",Drama
2244,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western
1550,"Davy Crockett, King of the Wild Frontier (1955)",Western
193,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy
2071,"Love Bug, The (1969)",Children's|Comedy
2167,Herbie Rides Again (1974),Adventure|Children's|Comedy
1854,Old Yeller (1957),Children's|Drama
469,"Parent Trap, The (1961)",Children's|Drama
2168,Pollyanna (1960),Children's|Comedy|Drama
1327,Homeward Bound: The Incredible Journey (1993),Adventure|Children's
1558,"Shaggy Dog, The (1959)",Children's|Comedy
2044,Swiss Family Robinson (1960),Adventure|Children's
2169,That Darn Cat! (1965),Children's|Comedy|Mystery
293,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi
651,Cool Runnings (1993),Comedy
2170,Angels in the Outfield (1994),Children's|Comedy
37,Cinderella (1950),Animation|Children's|Musical
1429,Winnie the Pooh and the Blustery Day (1968),Animation|Children's
1430,"Three Caballeros, The (1945)",Animation|Children's|Musical
487,"Sword in the Stone, The (1963)",Animation|Children's
2316,So Dear to My Heart (1949),Children's|Drama
1647,Robin Hood: Prince of Thieves (1991),Drama
45,Mary Poppins (1964),Children's|Comedy|Musical
46,Dumbo (1941),Animation|Children's|Musical
2020,Pete's Dragon (1977),Adventure|Animation|Children's|Musical
1431,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical
496,Alice in Wonderland (1951),Animation|Children's|Musical
497,"Fox and the Hound, The (1981)",Animation|Children's
667,Freeway (1996),Crime
14,"Sound of Music, The (1965)",Musical
498,Die Hard (1988),Action|Thriller
671,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller
3439,Unhook the Stars (1996),Drama
2449,"Secret Agent, The (1996)",Drama
867,Secrets & Lies (1996),Drama
1367,That Thing You Do! (1996),Comedy
2696,To Gillian on Her 37th Birthday (1996),Drama|Romance
1651,Surviving Picasso (1996),Drama
2450,Beautiful Thing (1996),Drama|Romance
677,"Long Kiss Goodnight, The (1996)",Action|Thriller
211,"Ghost and the Darkness, The (1996)",Action|Adventure
1252,Looking for Richard (1996),Documentary|Drama
2065,Trees Lounge (1996),Drama
2863,Normal Life (1996),Crime|Drama
1748,Get on the Bus (1996),Drama
2598,Shadow Conspiracy (1997),Thriller
2725,Jude (1996),Drama
1724,Everyone Says I Love You (1996),Comedy|Musical|Romance
2747,Bitter Sugar (Azucar Amargo) (1996),Drama
1341,William Shakespeare's Romeo and Juliet (1996),Drama|Romance
806,Swingers (1996),Comedy|Drama
1883,Sleepers (1996),Crime|Drama
2748,Johns (1996),Drama
524,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy
2758,Shall We Dance? (1937),Comedy|Musical|Romance
3385,"Damsel in Distress, A (1937)",Comedy|Musical|Romance
2910,Crossfire (1947),Crime|Film-Noir
345,"Murder, My Sweet (1944)",Film-Noir|Thriller
3419,For the Moment (1994),Romance|War
225,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy
3134,"Innocents, The (1961)",Thriller
359,Sleeper (1973),Comedy|Sci-Fi
1269,Bananas (1971),Comedy|War
991,"Fish Called Wanda, A (1988)",Comedy
719,Monty Python's Life of Brian (1979),Comedy
1274,Victor/Victoria (1982),Comedy|Musical
1275,"Candidate, The (1972)",Drama
2355,"Great Race, The (1965)",Comedy|Musical
111,Bonnie and Clyde (1967),Crime|Drama
855,"Old Man and the Sea, The (1958)",Adventure|Drama
1276,Dial M for Murder (1954),Mystery|Thriller
2253,Madame Butterfly (1995),Musical
944,Dirty Dancing (1987),Musical|Romance
552,Reservoir Dogs (1992),Crime|Thriller
147,Platoon (1986),Drama|War
724,Weekend at Bernie's (1989),Comedy
1283,Basic Instinct (1992),Mystery|Thriller
1321,"Doors, The (1991)",Drama|Musical
565,"Crying Game, The (1992)",Drama|Romance|War
1284,Glengarry Glen Ross (1992),Drama
152,Sophie's Choice (1982),Drama
26,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
1285,"Christmas Carol, A (1938)",Drama
972,Days of Thunder (1990),Action|Romance
845,Top Gun (1986),Action|Romance
61,Rebel Without a Cause (1955),Drama
1238,"Streetcar Named Desire, A (1951)",Drama
3007,Children of the Corn IV: The Gathering (1996),Horror
1914,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
1672,Palookaville (1996),Action|Drama
2562,"Associate, The (1996)",Comedy
3059,"Funeral, The (1996)",Drama
2817,"Single Girl, A (La Fille Seule) (1995)",Drama
2414,"Eighth Day, The (Le Huitième jour ) (1996)",Drama
2818,Drunks (1997),Drama
1654,"People vs. Larry Flynt, The (1996)",Drama
3421,Glory Daze (1996),Drama
1747,"Perfect Candidate, A (1996)",Documentary
142,On Golden Pond (1981),Drama
915,"Return of the Pink Panther, The (1974)",Comedy
510,Drop Dead Fred (1991),Comedy|Fantasy
215,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
1981,"Fog, The (1980)",Horror
216,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
1707,"Howling, The (1980)",Horror
2683,Jean de Florette (1986),Drama
2362,Manon of the Spring (Manon des sources) (1986),Drama
850,Private Benjamin (1980),Comedy
696,Monty Python and the Holy Grail (1974),Comedy
3196,Dadetown (1995),Documentary
3335,Get Over It (1996),Drama
3198,"Line King: Al Hirschfeld, The (1996)",Documentary
1369,When We Were Kings (1996),Documentary
813,"Wrong Trousers, The (1993)",Animation|Comedy
2820,JLG/JLG - autoportrait de décembre (1994),Documentary|Drama
2107,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
3166,Faust (1994),Animation|Comedy|Thriller
3216,He Walked by Night (1948),Crime|Film-Noir|Thriller
2661,Raw Deal (1948),Film-Noir
3430,T-Men (1947),Film-Noir
1281,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama
1896,"Ruling Class, The (1972)",Comedy
2745,Mina Tannenbaum (1994),Drama
3429,Two or Three Things I Know About Her (1966),Drama
2497,Dear God (1996),Comedy
3010,Bad Moon (1996),Horror
1898,American Dream (1990),Documentary
2570,Best of the Best 3: No Turning Back (1995),Action
834,Bob Roberts (1992),Comedy
1288,Cinema Paradiso (1988),Comedy|Drama|Romance
1289,"Cook the Thief His Wife & Her Lover, The (1989)",Drama
3400,Grosse Fatigue (1994),Comedy
1403,Delicatessen (1991),Comedy|Sci-Fi
861,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama
1059,Enchanted April (1991),Drama
1994,Paths of Glory (1957),Drama|War
241,"Grifters, The (1990)",Crime|Drama|Film-Noir
3129,Hear My Song (1991),Comedy
3297,"Shooter, The (1995)",Action
1338,"English Patient, The (1996)",Drama|Romance|War
2420,Mediterraneo (1991),Comedy|War
248,My Left Foot (1989),Drama
395,"Sex, Lies, and Videotape (1989)",Drama
1728,Passion Fish (1992),Drama
88,Strictly Ballroom (1992),Comedy|Romance
736,"Thin Blue Line, The (1988)",Documentary
1616,Tie Me Up! Tie Me Down! (1990),Drama
1617,Madonna: Truth or Dare (1991),Documentary
2052,Paris Is Burning (1990),Documentary
0,One Flew Over the Cuckoo's Nest (1975),Drama
1689,Up in Smoke (1978),Comedy
124,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
5,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
127,Raiders of the Lost Ark (1981),Action|Adventure
747,Brazil (1985),Sci-Fi
340,Aliens (1986),Action|Sci-Fi|Thriller|War
519,"Good, The Bad and The Ugly, The (1966)",Action|Western
2242,Withnail and I (1987),Comedy
1262,12 Angry Men (1957),Drama
220,Lawrence of Arabia (1962),Adventure|War
695,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War
343,"Clockwork Orange, A (1971)",Sci-Fi
47,To Kill a Mockingbird (1962),Drama
942,Apocalypse Now (1979),Drama|War
1264,Once Upon a Time in the West (1969),Western
64,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
1656,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance
809,"Third Man, The (1949)",Mystery|Thriller
67,GoodFellas (1990),Crime|Drama
355,Alien (1979),Action|Horror|Sci-Fi|Thriller
356,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi
224,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance
71,Ran (1985),Drama|War
811,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller
812,Psycho (1960),Horror|Thriller
852,"Blues Brothers, The (1980)",Action|Comedy|Musical
814,"Godfather: Part II, The (1974)",Action|Crime|Drama
718,Full Metal Jacket (1987),Action|Drama|War
816,"Grand Day Out, A (1992)",Animation|Comedy
1437,Henry V (1989),Drama|War
105,Amadeus (1984),Drama
1273,"Quiet Man, The (1952)",Comedy|Romance
817,Once Upon a Time in America (1984),Crime|Drama|Thriller
1056,Raging Bull (1980),Drama
928,Annie Hall (1977),Comedy|Romance
1337,"Right Stuff, The (1983)",Drama
3104,Stalker (1979),Mystery|Sci-Fi
234,"Boat, The (Das Boot) (1981)",Action|Drama|War
564,"Sting, The (1973)",Comedy|Crime
930,Harold and Maude (1971),Comedy
2149,Trust (1990),Comedy|Drama
1442,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
2034,Local Hero (1983),Comedy
383,"Terminator, The (1984)",Action|Sci-Fi|Thriller
2671,Braindead (1992),Comedy|Horror
571,Glory (1989),Action|Drama|War
832,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
170,Manhattan (1979),Comedy|Drama|Romance
172,Miller's Crossing (1990),Drama
52,Dead Poets Society (1989),Drama
174,"Graduate, The (1967)",Drama|Romance
729,Touch of Evil (1958),Crime|Film-Noir|Thriller
730,Nikita (La Femme Nikita) (1990),Thriller
936,"Bridge on the River Kwai, The (1957)",Drama|War
2051,8 1/2 (1963),Drama
733,Chinatown (1974),Film-Noir|Mystery|Thriller
77,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi
1060,"Treasure of the Sierra Madre, The (1948)",Adventure
1933,Bad Taste (1987),Comedy|Horror
1061,Duck Soup (1933),Comedy|War
1995,Better Off Dead... (1985),Comedy
734,"Shining, The (1980)",Horror
84,Stand by Me (1986),Adventure|Comedy|Drama
1389,M (1931),Crime|Film-Noir|Thriller
587,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror
181,"Great Escape, The (1963)",Adventure|War
1069,"Deer Hunter, The (1978)",Drama|War
2876,Diva (1981),Action|Drama|Mystery|Romance|Thriller
116,Groundhog Day (1993),Comedy|Romance
1070,Unforgiven (1992),Western
744,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
1618,Pump Up the Volume (1990),Drama
745,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
22,Back to the Future (1985),Comedy|Sci-Fi
423,Fried Green Tomatoes (1991),Drama
1690,Patton (1970),Drama|War
2234,Down by Law (1986),Comedy|Drama
262,Akira (1988),Adventure|Animation|Sci-Fi|Thriller
426,Highlander (1986),Action|Adventure
882,Cool Hand Luke (1967),Comedy|Drama
1331,Cyrano de Bergerac (1990),Action|Drama|Romance
602,Young Frankenstein (1974),Comedy|Horror
2118,Night on Earth (1991),Comedy|Drama
1677,Raise the Red Lantern (1991),Drama
886,"Great Dictator, The (1940)",Comedy
437,Fantasia (1940),Animation|Children's|Musical
1085,High Noon (1952),Western
273,"Big Sleep, The (1946)",Film-Noir|Mystery
960,Heathers (1989),Comedy
1086,Somewhere in Time (1980),Drama|Romance
6,Ben-Hur (1959),Action|Adventure|Drama
614,This Is Spinal Tap (1984),Comedy|Drama|Musical
2682,Koyaanisqatsi (1983),Documentary|War
1622,Some Kind of Wonderful (1987),Drama|Romance
191,Indiana Jones and the Last Crusade (1989),Action|Adventure
1092,Being There (1979),Comedy
87,Gandhi (1982),Drama
1095,M*A*S*H (1970),Comedy|War
2360,"Unbearable Lightness of Being, The (1988)",Drama
938,"Room with a View, A (1986)",Drama|Romance
892,Real Genius (1985),Comedy
1413,Pink Floyd - The Wall (1982),Drama|Musical|War
1097,"Killing Fields, The (1984)",Drama|War
1750,My Life as a Dog (Mitt liv som hund) (1985),Drama
375,Forbidden Planet (1956),Sci-Fi
1278,Field of Dreams (1989),Drama
1280,"Man Who Would Be King, The (1975)",Adventure
859,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
2030,"Paris, Texas (1984)",Drama
826,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi
929,When Harry Met Sally... (1989),Comedy|Romance
3199,Hype! (1996),Documentary
2133,Female Perversions (1996),Drama
830,Mad Dog Time (1996),Crime
3366,Anna (1996),Drama
2571,I'm Not Rappaport (1996),Comedy
732,Alien³ (1992),Action|Horror|Sci-Fi|Thriller
1453,"American Werewolf in London, An (1981)",Horror
3011,Amityville 1992: It's About Time (1992),Horror
2498,Amityville 3-D (1983),Horror
3012,Amityville: Dollhouse (1996),Horror
3013,Amityville: A New Generation (1993),Horror
2499,Amityville II: The Possession (1982),Horror
1932,"Amityville Horror, The (1979)",Horror
3014,"Amityville Curse, The (1990)",Horror
1688,Blood For Dracula (Andy Warhol's Dracula) (1974),Horror
1935,April Fool's Day (1986),Comedy|Horror
179,Audrey Rose (1977),Horror
2727,"Believers, The (1987)",Horror|Thriller
1408,"Birds, The (1963)",Horror
1409,"Blob, The (1958)",Horror|Sci-Fi
3168,Blood Beach (1981),Action|Horror
2923,Body Parts (1991),Horror
2530,"Body Snatcher, The (1945)",Horror
1410,Bram Stoker's Dracula (1992),Horror|Romance
1936,Bride of Frankenstein (1935),Horror
1937,Burnt Offerings (1976),Horror
2276,Candyman (1992),Horror
261,Cape Fear (1991),Thriller
422,Cape Fear (1962),Film-Noir|Thriller
1082,Carrie (1976),Horror
1691,Cat People (1982),Horror
600,"Nightmare on Elm Street, A (1984)",Horror
1938,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
3169,Nosferatu a Venezia (1986),Horror
959,"Omen, The (1976)",Horror
2134,Blood & Wine (1997),Drama
2386,Albino Alligator (1996),Crime|Thriller
1783,"Mirror Has Two Faces, The (1996)",Comedy|Romance
1678,Breaking the Waves (1996),Drama
3028,Nightwatch (1997),Horror|Thriller
187,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi
53,Shine (1996),Drama|Romance
274,Sling Blade (1996),Drama|Thriller
1753,Jingle All the Way (1996),Adventure|Children's|Comedy
1789,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
1729,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama
1091,"Preacher's Wife, The (1996)",Drama
2423,Ridicule (1996),Drama
1093,"Crucible, The (1996)",Drama
455,101 Dalmatians (1996),Children's|Comedy
2830,I Can't Sleep (J'ai pas sommeil) (1994),Drama|Thriller
117,Die Hard 2 (1990),Action|Thriller
1103,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi
119,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi
1104,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi
197,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi
198,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
199,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi
200,Batman Returns (1992),Action|Adventure|Comedy|Crime
466,Young Guns (1988),Action|Comedy|Western
467,Young Guns II (1990),Action|Comedy|Western
1110,Grease (1978),Comedy|Musical|Romance
967,Grease 2 (1982),Comedy|Musical|Romance
2646,Marked for Death (1990),Action|Drama
2575,Adrenalin: Fear the Rush (1996),Action|Sci-Fi
157,Under Siege (1992),Action
479,Jaws (1975),Action|Horror
786,Jaws 2 (1978),Action|Horror
2332,Jaws 3-D (1983),Action|Horror
2038,My Fellow Americans (1996),Comedy
495,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War
